Brand Name,Confusible,label
Omnicure-1,Uriflo-D,u
Ironse,AFM,u
Irbevex 300,Zithrovic,u
AMSUL,Taksorbet,u
Prazkon,Extocin,u
Multibet Plus,Khrizcopan 10,u
Sybromex,Onecure,u
Nervcedil,Gompsul 750,u
Ranipen,Silgram,u
Axbin,Bronchilax,u
Rifoxane,Oxamax 500,u
Zantol,Eye Glo Relief,u
AFM,Nulong 10,u
Euroxime,Alozure,u
HES-130,Irebevex 150,u
Aldic,Brexi 0.5,u
Belara,Belket,u
Zefifarm,Beralipids,u
Omnicure-1,Pause 500,u
Symdex-D Forte,Atropos,u
Profmax,Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),u
Ambrogen,Gem Pan 1000,u
Obrex,Luzinc,u
Feona FZ,Aziro-500,u
Telfast,Euromycin,u
Glimesaph T4,Ketroxen,u
Sybromex,Propravest,u
Fulzimed,Prasusafe,u
Profmax,Tazidem,u
Talafil,Bluecozone,u
Frenvo,Sofenac,u
Naphcon-A,Polyderm 4,u
Telfast,Neurophrine,u
Ambrogen,Maxitron,u
Ironse,Remicade,u
Roxxin,Nicaright,u
Cordizar,Saphmustin,u
Prebamin 150,Pregalife,u
Beralipids,Epribenz-10,u
Folart,Ceftris,u
Fulzimed,Twinrix Adult,u
Luzinc,Alsea-E,u
Ketodix,Vomivert,u
Ecolide,Bactezole,u
Cavsamir,Hepamedica,u
Atorsaph,Gompsul 750,u
Folironplex,Nazogen,u
DARYTH,Eslo 20,u
Voricoz,Welzpime 1000,u
Biemefrin,Engerix B,u
Latosil,Cistovent,u
Tiradol,Tres,u
Enervon C,Asvimol,u
Risek 40,Acrolim 0.1,u
Nizoled-600,Andros,u
Maalum,Relzin,u
Histacort,Mupifer-C,u
Nicaright,Flucopharm,u
Saver Select,Zolid Plus,u
Piorance-15,Emzart 80,u
Neo-Synalar 10,Tacroz Forte,u
Zithrovic,Cefolic,u
Qortisol,Hycortil,u
Drexabion,Fevaxid DS 250,u
Forair 250 DPI,Bronchonov,u
Bico-120,Krijenta,u
Mepracid 40,Alozure,u
Atropos,Providol,u
SPIRE,Strocit 4 mL,u
Normabrain-800,Eslo 20,u
Xylocare,Muskelax,u
Ezz-C,Cavsamir,u
Nervcedil,Cistovent,u
ARB,Torval H 320/12.5,u
Portemp,Latosil,u
Cortef-250,Mucolyptus,u
Euroxime,Ammocil,u
Arcimet,Zincsulsaph,u
Linesave,Lotadim,u
Bronchilax,Rabaphen,u
Zolid Plus,Silbecor,u
Eracef-S,Eslo 20,u
J-Tinib,Mupisur,u
Pantin 40,Alozure,u
Xephyra 30,Taksorbet,u
Acetyphil,Ranipen,u
Irbevex 300,Kedar,u
Bico-120,Tiradol,u
Tramicet,Xafariv 15,u
Nicaright,Vomivert,u
Astrofen,Vertisaph-8,u
Healthcare Paracetamol (For Export Only),Ceftris,u
Platikon,Cerin-250,u
BRILIPAN-20,Apilone,u
Fixcure,Lovaz,u
Zenkast,Voriz,u
Fixcure,Drenex,u
Cilosol 50,Histacort,u
Lozamex,CIFREM,u
XAMIOL,Healthcare Paracetamol (For Export Only),u
Nebstyle 5,Hycortil,u
Maxitron,Biemefrin,u
Providol,Olzitec,u
Hinuron-E,Relzin,u
Avator,SUREF,u
Depamax,ARB,u
Prixanep-500,Carbastal,u
Tylin,HAPI-C + Z,u
Sofenac,Piorance-15,u
Andros,F-ZEEN,u
Tramicet,F-ZEEN,u
Hyolax,Monphevin,u
Cerin-250,Cefukon-DS,u
Flucopharm,Syngly-4,u
Hematozol 50,XOVIRAL,u
Voricoz,Amidozil,u
Vigadexa,Martham,u
AMSUL,Amtacil,u
SPIRE,Roxxin,u
Belket,Udcapro,u
Rixan 20,Acrolim 0.1,u
Thiosol,Olandus ODT 5,u
Ivtig,Ursodynova 300,u
Asvimol,Metdazid,u
Irbenov-300,Nazogen,u
OTOFLOX,Taksorbet,u
Voriz,F-ZEEN,u
Acetaffein,Transderm-Nitro 5,u
Asterol,Amapine V 5/160,u
Medifortan-C Plus Zinc,Tractoban,u
Zolvar,Diquas-S,u
Piperwell,HAPI-C + Z,u
Oxamax 500,CEFTAMED,u
Nazogen,Amlobloc Duo,u
Piorance-15,Bico-120,u
Powermint,Pantin 40,u
Livertiale,Ecolide,u
Zolvar,Acrolim 0.1,u
Cerin-250,Tigilyn,u
Varivax,Naabak,u
Josilvite,Muskelax,u
Lexib,Transderm-Nitro 5,u
Pantin 40,Clavaxie 312.5 DT,u
Ranipen,Eopenem,u
G-PRAZ,Parkimet CR,u
Prixanep-500,Zenkast,u
Bico-120,Pranol,u
Malapine-10,Mupisur,u
Fulzimed,Roxime,u
Depamax,Esmazol,u
Apilone,Clavxytin,u
Xylocare,Astrofen,u
Medicol I-400,Atropos,u
Bronchonov,Awanay Forte,u
Pio-Source,Emepraz-40,u
Nature-E,Siderfol,u
Strocit 4 mL,Risek 40,u
Rifoxane,Prazobac,u
Depamax,Sofenac,u
Zolid Plus,Flucopharm,u
Prebamin 150,Ipracare,u
Omnicure-1,Zefifarm,u
Propravest,Rotoket,u
Clofina,Xet 20,u
Ironse,CIFREM,u
Tiradol,Diclonac,u
Lexib,Profmax,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Capeceen,u
Asterol,Clopres,u
Profmax,Telday H 80/12.5,u
Arcimet,Naabak,u
DAPA-5,Oxamax 500,u
GOMILLIN 500,Mupisur,u
Cosopt,Martham,u
Hyolax,Clofina,u
Ekosart,Roxime,u
Bactezole,Acetyphil,u
Glocare Plus,Angimet,u
Depamax,Aperusvit F,u
Fixcure,Zudicort,u
Trimevasc,Clavaxie 312.5 DT,u
Mucoriz,HAPI-C + Z,u
Prixanep-500,Plogrel,u
Tylin,Triloupe,u
Angimet,Gompsul 750,u
Aperusvit F,Flazole,u
Flucopharm,Platikon,u
Livertiale,Ezz-C,u
Medicol I-400,Glimesaph T4,u
Gofuroxime,CIFREM,u
Mupisur,Olandus ODT 5,u
Zudicort,Tazidem,u
Bronchilax,Dafenac,u
Saphmirate-T50,Xaroban,u
Feravin,Piperwell,u
Ampisulmax,Ammocil,u
Drenex,Dafenac,u
Talafil,Amtacil,u
Hycortil,Prozin,u
Xaroban,Platikon,u
Vomivert,ESSENCEE,u
Clopres,Clonisaph-Inf,u
Providol,Drenex,u
Sybromex,Saphmirate-T50,u
Plasid,Trenaxin,u
Trenaxin,Platikon,u
Folironplex,Profmax,u
Pranol,Orfemed,u
Roxime,Medifortan-C Plus Zinc,u
Eracef-S,Zithrovic,u
Alozure,Accetaxime,u
Cefukon-DS,Medzotam,u
CIFREM,Saphmustin,u
Amikate,Thiosol,u
Mucoriz,Trimevasc,u
Norash,Rabaphen,u
Atorsaph,Drexabion,u
Oxamax 500,XOVIRAL,u
Silgram,Histacort,u
Acrolim 0.1,Welzpime 1000,u
Prozin,Multibet Plus,u
Emizole,Goxy Inj,u
Fevaxid DS 250,Indirab,u
Accetaxime,Hepses,u
DARYTH,Piperwell,u
Zerone-Sul,Mucoriz,u
Sulbacin 0.75,Dexplatin,u
Tylin,Aperusvit F,u
Zyrova 20,Zolvar,u
Simbrinza,Benace,u
Roxime,Piperwell,u
CEFTAMED,Nulong 10,u
Emizole,Hepses,u
Essenscents,Xephyra 30,u
White Flower SR,Gofuroxime,u
Brexi 0.5,Cortef-250,u
Ceftris,Geozit,u
Fedpain,Saver Select,u
Tres,Vancokin,u
Saphmirate-T50,Livertiale,u
Diquas-S,Sitixime,u
Lozamex,Paraflu,u
Udcapro,Tramicet,u
Extocin,Myrevit-B Forte,u
Frenvo,Clavaxie 312.5 DT,u
Dimetapp DM Cold and Cough Elixir (Colour Free),Malapine-10,u
Dorzodin Plus,Diclonac,u
Dexplatin,Complivit Plus,u
Pneumocon 13,Cilosol 50,u
Portemp,Torval H 320/12.5,u
Xephyra 30,Irebevex 150,u
Acetaffein,Glyhart,u
Emizole,Medwin,u
Plogrel,Lovaz,u
Sanoxime,Rabaphen,u
Accetaxime,Avax,u
Hinuron-E,Voltaren Emulgel 12 Hours,u
Voriz,Pantopraz IV,u
Prasusafe,Goxy Inj,u
Milgesic Forte,Cavsamir,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Feona FZ,u
Gliflomet 1000 + 10,Asvent,u
Clavxytin,Irebevex 150,u
Simbrinza,Robitussin EX,u
Tractoban,Hyolax,u
Pause 500,Omnicure-1,u
Lovaz,Linesave,u
BRILIPAN-20,Glyhart,u
Rotoket,Cetirid,u
Livertiale,Aziro-500,u
Gabasaph-300,Acetyphil,u
Essenscents,Cavsamir,u
Sybromex,Asvimol,u
Diakon MR,Bronchilax,u
Sildiaz,Rifoxane,u
Acetyphil,Parkimet CR,u
Nature-E,Belket,u
Polynerv 1000,Exalac,u
Muskelax,Ranipen,u
Tramicet,Rabaphen,u
Zitabin-200,Engerix B,u
Amtacil,CIFREM,u
Polyderm 4,Cistovent,u
Goxy Inj,Khrizcopan 10,u
Myrevit-B Forte,Acetyphil,u
HES-130,Zerone-Sul,u
Avator,Mucolyptus,u
Piorance-15,Voltaren Emulgel 12 Hours,u
Dorexcef,Saphmustin,u
Alsea-E,Nervcedil,u
Pregalife,Zobexelle,u
Urogen,Pneumocon 13,u
Eslo 20,Biemefrin,u
Flovidiazine,Zolid Plus,u
Metacartin,Twinrix Adult,u
Parkimet CR,Dorexcef,u
Xafariv 15,Zudicort,u
Welzpime 1000,Saphmustin,u
Emzart 80,Malapine-10,u
Josilvite,Voltaren Emulgel 12 Hours,u
Drexabion,Pranol,u
Transderm-Nitro 5,Gem Pan 1000,u
AMSUL,Mepracid 40,u
Ketroxen,Cerin-250,u
Ammocil,Cerox,u
Giran-16,Zobexelle,u
Mucolyptus,Medzotam,u
Amikate,Zerone-Sul,u
Histakon,Gofuroxime,u
Robitussin EX,Milgesic Forte,u
Transderm-Nitro 5,White Flower SR,u
Giran-16,Sybromex,u
Trimevasc,Glimesaph T4,u
BRILIPAN-20,Trenaxin,u
Strocit 4 mL,Nature-E,u
Ammocil,Indirab,u
CIFREM,Lexib,u
Telfast,Mentra 10,u
Enervon C,Paraflu,u
Asterol,Tiradol,u
Floxsafe,Zefifarm,u
Ketomitab,Telminex-80,u
Kedar,Olangem OD 20,u
Silbecor,Clofina,u
Geobactam-1.5,CEFTAZIDEN,u
Epribenz-10,Prozin,u
Profmax,Uriflo-D,u
Sulbacin 0.75,Arcimet,u
Rondvit Plus C,Klomif,u
Bronchilax,Feravin,u
Zeenate,Ecolide,u
Essenscents,Voltaren Emulgel 12 Hours,u
Ivtig,Cordizar,u
Goxsime IV,Dimetapp DM Cold and Cough Elixir (Colour Free),u
Clavaxie 312.5 DT,Complivit Plus,u
Docxol,Monphevin,u
Engerix B,Norash,u
CFX-200,ARB,u
Ranipen,Hyolax,u
Amlobloc Duo,Gliflomet 1000 + 10,u
Feona FZ,Prasusafe,u
Avax,Sulbacin 0.75,u
Zithrovic,Prazobac,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Onecure,u
Udcapro,SPIRE,u
Diflu,J-Tinib,u
Nebstyle 5,Floxsafe,u
G-PRAZ,Regivell,u
Risek 40,Talafil,u
Urogen,Nutri-Aid,u
Vigadexa,Extocin,u
Xaroban,Nazogen,u
Rozuhil-20,Amtacil,u
Amidozil,Hematozol 50,u
Gliflomet 1000 + 10,Avator,u
Gabasyn,Zithrovic,u
Colvan,Kodex,u
Latosil,Hyolax,u
Amikate,Plasid,u
Saphmirate-T50,Trenaxin,u
Hepamedica,Robitussin EX,u
Diclonac,Vigadexa,u
Zudicort,F-ZEEN,u
Maxi-Peel Solution No. 4,Strocit 4 mL,u
Acuvis,Awanay Forte,u
Transmetil,Gliflomet 1000 + 10,u
Kingfloxin,Asvent,u
Zithrovic,Asterol,u
Gem Pan 1000,MON-G C,u
Anplat,Zolid Plus,u
Gastrosaph,Ammocil,u
Florvast 80,Levesaph,u
Neo-Synalar 10,Martham,u
Glyhart,Nervcedil,u
Atorsaph,Pantopraz IV,u
Pneumocon 13,Pregalife,u
Metacartin,Zenkast,u
Olandus ODT 5,Geozit,u
Pause 500,Aziro-500,u
Hematozol 50,Uriflo-D,u
Cefukon-DS,Orfemed,u
Atussin,Tres,u
Gofuroxime,Prazobac,u
AMSUL,Trenaxin,u
Metacartin,Fixcure,u
Dorexcef,Zolid Plus,u
Zenkast,Huanopril,u
Hycortil,Torval H 320/12.5,u
Maxi-Peel Solution No. 4,Feona FZ,u
Livertiale,Telday H 80/12.5,u
Sanoxime,Zefifarm,u
Ambrogen,Drexabion,u
Roxxin,Piperwell,u
Ekosart,Asterol,u
Exalac,Pantin 40,u
Zetron,CEFTAZIDEN,u
Plasid,Amikate,u
Gliflomet 1000 + 10,Bronchilax,u
Udcapro,Prixanep-500,u
Ironse,Zefifarm,u
Exalac,Gabasyn,u
Acuvis,Irbevex 300,u
Kodex,Irbevex 300,u
Irbevex 300,Elifer,u
Profmax,Nulong 10,u
Neo-Synalar 10,Florvast 80,u
Talafil,Ketomitab,u
Atorsaph,Epribenz-10,u
Frenvo,Monphevin,u
Anplat,Dexplatin,u
Roxxin,Cosopt,u
DIPP-4 PLUS,Myrevit-B Forte,u
Awanay Forte,Asvent,u
Lexib,Lotadim,u
Hepses,Sofenac,u
CFX-200,Bronchonov,u
Cerox,Prixanep-500,u
Lexib,Tres,u
BRILIPAN-20,Biemefrin,u
Vesogen,Forair 250 DPI,u
Extocin,Enervon C,u
Acrolim 0.1,Elifer,u
Pause 500,Hinuron-E,u
Erlocip 150,Cefolic,u
Giran-16,Flazole,u
Hematozol 50,AFM,u
Ammocil,Gliflomet 1000 + 10,u
Esmazol,Histacort,u
Piorance-15,Varivax,u
Telfast,Ekosart,u
Amlocare Plus,Trimevasc,u
Endosine,MON-G C,u
Ketroxen,Zerone-Sul,u
Piorance-15,Maxi-Peel Solution No. 4,u
Eslo 20,Multibet Plus,u
Welzpime 1000,Fedpain,u
Zylura 80,Medifortan-C Plus Zinc,u
Prazobac,Glimesaph T4,u
Martham,Goxsime IV,u
Zolvar,Ipracare,u
Voltaren Emulgel 12 Hours,Clavaxie 312.5 DT,u
Sulbacin 0.75,Nulong 10,u
Dafenac,Hinuron-E,u
Ursodynova 300,Drexabion,u
Sofenac,Maxi-Peel Solution No. 4,u
BRILIPAN-20,Zobexelle,u
Josilvite,Olangem OD 20,u
Profmax,Symdex-D Forte,u
Gotazo IV,CIFREM,u
Drenex,Xephyra 30,u
Asvimol,Prixanep-500,u
Milgesic Forte,Gompsul 750,u
Onecure,Martham,u
Pregalife,Zudicort,u
Feona FZ,Engerix B,u
Diabee,Dorzodin Plus,u
Feravin,Symdex-D Forte,u
Pregalife,Atussin,u
Telminex-80,Sinustap,u
Roxxin,Hycortil,u
Zincsulsaph,Profmax,u
Sinustap,Elifer,u
Klomif,Euroxime,u
Duphalac,AFM,u
Neurophrine,HAPI-C + Z,u
Apcee,CIFREM,u
Khrizcopan 10,Nicaright,u
Nervilor 150,Gabasaph-300,u
Engerix B,Diquas-S,u
Voricoz,Docxol,u
Cordizar,Ursodynova 300,u
Forair 250 DPI,ESSENCEE,u
Providol,DIPP-4 PLUS,u
Roxime,Apilone,u
Pantopraz IV,Providol,u
Cordizar,Rondvit Plus C,u
Bico-120,Colvan,u
Pranol,Cavsamir,u
Oxamax 500,Cefukon-DS,u
Lotrilip,Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),u
Transmetil,Dimetapp DM Cold and Cough Elixir (Colour Free),u
Rozuhil-20,Insulyf-30/70 (Biphasic),u
Beralipids,Apilone,u
Pregalife,Propravest,u
Cefohab,Clonisaph-Inf,u
Frenvo,Saphciferol-2000,u
J-Tinib,Olandus ODT 5,u
Rondvit Plus C,Xylocare,u
EC-Vit,Metacartin,u
Valazyd AM 10/160,Drexabion,u
DAPA-5,Apcee,u
Vancokin,Brexi 0.5,u
White Flower SR,Tiradol,u
Voriz,DAPA-5,u
Hyolax,Latosil,u
Metacartin,Ironse,u
Arcimet,Feona FZ,u
Dorzodin Plus,Mucoriz,u
Exalac,Eye Glo Relief,u
Gliflomet 500 + 5,Zetron,u
BRILIPAN-20,Multibet Plus,u
Vesogen,Avax,u
Cerox,Euroxime,u
Platikon,Zeenate,u
CEFTAZIDEN,Xet 20,u
Geobactam-1.5,Brexi 0.5,u
Robitussin EX,Fevaxid DS 250,u
Zetron,Eracef-S,u
Atussin,Tylin,u
Pranol,Polyderm 4,u
Zeenate,BRILIPAN-20,u
Amlobes,Livamin,u
Xylocare,Julitam I.V.,u
Urogen,Bluecozone,u
Rondvit Plus C,Acetyphil,u
Plasid,Cilosol 50,u
Capeceen,Tylin,u
Dimetapp DM Cold and Cough Elixir (Colour Free),Tractoban,u
Udcapro,Maalum,u
Nutri-Aid,Acetaffein,u
Lotrilip,Amlobes,u
Medwin,Clavxytin,u
Drenex,Irbevex 300,u
Glocare Plus,Cerin-250,u
Valcef,Geozit,u
MON-G C,Valcef,u
Sybromex,Goxsime IV,u
Atorsaph,Urogen,u
XAMIOL,Ammocil,u
Asterol,Epribenz-10,u
Gabasyn,Tramicet,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Luzinc,u
Preven-Z Gold,Nizoled-600,u
Meditrexed-500,Angimet,u
Muskelax,Rabaphen,u
CEFTAMED,Lexib,u
Pranol,Depamax,u
Bico-120,Vomivert,u
Giran-16,Fixcure,u
Multibet Plus,Gem Pan 1000,u
Bacracil,Astrofen,u
Hyolax,Xylocare,u
Telminex-80,Qortisol,u
Pantopraz IV,Folart,u
Ipracare,Mupisur,u
Providol,Pentaglobin,u
Siderfol,Bico-120,u
Florvast 80,Ketroxen,u
Metacartin,Pneumocon 13,u
Obrex,Glimesaph T4,u
CFX-200,Diabee,u
Beralipids,Cilosol 50,u
Procee Plus,Bactezole,u
Mentra 10,Trenaxin,u
Esmazol,DIPP-4 PLUS,u
Carbastal,DAPA-5,u
Xylocare,Cerin-250,u
Gliflomet 1000 + 10,Martham,u
Maalum,Complivit Plus,u
Syngly-4,Tractoban,u
Erlocip 150,Urogen,u
Telfast,Asvimol,u
Metacartin,Milgesic Forte,u
J-Tinib,Gotazo IV,u
Ironse,Welzpime 1000,u
Epribenz-10,Prixanep-500,u
Sinustap,G-PRAZ,u
Pause 500,Epribenz-10,u
Folironplex,Tazidem,u
Sulbacin 0.75,Pio-Source,u
Giran-16,Nutri-Aid,u
Amtacil,Bactezole,u
Fixcure,Plogrel,u
Mucolyptus,Sulbacin 0.75,u
SPIRE,Nervilor 150,u
Portemp,Olzitec,u
Zincsulsaph,Dilantin,u
Aperusvit F,Drenex,u
Muconil,CEFTAZIDEN,u
Dexplatin,Ironse,u
Gotazo IV,Ammocil,u
Irebevex 150,Zithrovic,u
CEFTAZIDEN,Parabufen,u
Haruvita,Prebamin 150,u
Diflu,Aldic,u
Syngly-4,Amlobes,u
Saphylline,Feravin,u
Parkimet CR,Orfemed,u
Tigilyn,CFX-200,u
Genoxiclav,Zobexelle,u
Cavsamir,Strocit 4 mL,u
Depamax,Cerin-250,u
Kedar,Piperwell,u
Floxsafe,Neurophrine,u
Beralipids,Acuvis,u
Gliflomet 1000 + 10,Oxalivid 100,u
Floxsafe,XOVIRAL,u
Ekosart,SUREF,u
Pemtero 500,Euromycin,u
Prazobac,Forair 250 DPI,u
Rondvit Plus C,Esmazol,u
Amikate,Lox,u
Prazkon,Lotadim,u
Dorexcef,Cistovent,u
Amapine V 5/160,Clofina,u
Orfemed,Biozart 50,u
Arcimet,Vesogen,u
Ezz-C,Thiosol,u
Ketomitab,Frenvo,u
Brexi 0.5,Apcee,u
Emizole,Tigilyn,u
Zolvar,SUREF,u
Tacroz Forte,Cerin-250,u
Relzin,Capeceen,u
Acrolim 0.1,Zerone-Sul,u
Gabasyn,Rondvit Plus C,u
Irebevex 150,Biozart 50,u
Plasid,Amlobes,u
Zylura 80,Haruvita,u
Prozin,Unotation,u
Olangem OD 20,Krijenta,u
Xylocare,Lotrilip,u
Eracef-S,Gem Pan 1000,u
Fendexi,Gabasaph-300,u
Torval-80,Linesave,u
Nebstyle 5,Roxime,u
Ambrogen,HES-130,u
Robitussin EX,Colvan,u
Zolid Plus,Amikate,u
Erlocip 150,Ambrogen,u
Diakon MR,Rixan 20,u
Xet 20,Hycortil,u
Pantopraz IV,Rozuhil-20,u
Hematozol 50,Polynerv 1000,u
Biozart 50,Gem Pan 1000,u
Pemtero 500,Sulbacin 0.75,u
Folart,Eye Glo Relief,u
Florvast 80,Folart,u
Medifortan-C Plus Zinc,Vesogen,u
Xephyra 30,Rotoket,u
Voltaren Emulgel 12 Hours,Talafil,u
Transderm-Nitro 5,Floxsafe,u
Belket,Emzart 80,u
Siderfol,Carbastal,u
Dorexcef,Accetaxime,u
Extocin,AMSUL,u
Acuvis,Pio-Source,u
Telfast,Dexplatin,u
Bluecozone,Genoxiclav,u
Asvent,Clavxytin,u
Zyrova 20,Zudicort,u
Hematozol 50,Diflu,u
Insulyf-30/70 (Biphasic),Twinrix Adult,u
XOVIRAL,Amlobes,u
OTOFLOX,Atussin,u
Plogrel,AMSUL,u
Nazogen,AMSUL,u
Hepamedica,Providol,u
Ursodynova 300,Rotoket,u
Cerox,Klomif,u
Biemefrin,Apilone,u
Acecof,Lotrilip,u
Tacroz Forte,Thiosol,u
Kedar,Vomivert,u
Axbin,Complivit Plus,u
Triloupe,Lox,u
Atropos,Zincsulsaph,u
Bronchilax,Livertiale,u
Hycortil,Eye Glo Relief,u
Esmazol,Parabufen,u
Pio-Source,Sulbacin 0.75,u
Trenaxin,Emzart 80,u
Syngly-4,Mentra 10,u
Astrofen,Diakon MR,u
Pantin 40,Emepraz-40,u
Ceftris,Hematozol 50,u
G-PRAZ,Olzitec,u
Apcee,Atorsaph,u
Diakon MR,Nebstyle 5,u
Zantol,Folart,u
DAPA-5,Fixcure,u
Rozuhil-20,Eye Glo Relief,u
Medicol I-400,Multibet Plus,u
Zolvar,Nazogen,u
Mupifer-C,Sofenac,u
Levesaph,Lox,u
Medwin,Flucopharm,u
Martham,Rifoxane,u
Gliflomet 500 + 5,Zobexelle,u
Vomivert,Urogen,u
Saphciferol-2000,Cefolic,u
Histacort,Trenaxin,u
CEFTAZIDEN,Gastrosaph,u
XOVIRAL,Urogen,u
Hepamedica,Nazogen,u
Bacracil,Apcee,u
Nervcedil,Cavsamir,u
Silbecor,Stanis,u
Twinrix Adult,Gompsul 750,u
Beralipids,Gem Pan 1000,u
Zitabin-200,Nulong 10,u
Docxol,Myrevit-B Forte,u
Rozuhil-20,Tramicet,u
Axbin,Lozamex,u
Acuvis,Emizole,u
Voriz,Josilvite,u
Medicol I-400,Medifortan-C Plus Zinc,u
Onecure,Rixan 20,u
Sildiaz,Cerin-250,u
Martham,Taksorbet,u
Ketomitab,Robitussin EX,u
Giran-16,Prasusafe,u
Diabee,Diclonac,u
Cilosol 50,ESSENCEE,u
Coxigen-60,DAPA-5,u
Sulbacin 0.75,Zenkast,u
Symdex-D Forte,Emzart 80,u
Monphevin,Cefohab,u
Insulyf-30/70 (Biphasic),Cosimetz,u
Benace,Atorsaph,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Ambrogen,u
Bico-120,Euromycin,u
Luzinc,Zithrovic,u
Glimesaph T4,Benace,u
Roxime,Xylocare,u
SPIRE,Parkimet CR,u
Sofenac,Stanis,u
Fevaxid DS 250,Maxitron,u
Vertisaph-8,Awanay Forte,u
Ampisulmax,Anplat,u
Nazogen,Ammocil,u
Normabrain-800,Myrevit-B Forte,u
Trenaxin,Sofenac,u
Sildiaz,Syngly-4,u
Pantopraz IV,Aziro-500,u
Mupifer-C,Plasid,u
Eye Glo Relief,Irbenov-300,u
Polynerv 1000,Dorexcef,u
Ibles,Voltaren Emulgel 12 Hours,u
Amtacil,Telday H 80/12.5,u
Talafil,Pemtero 500,u
Erlocip 150,Prasusafe,u
GOMILLIN 500,Insulyf-30/70 (Biphasic),u
Maalum,Uriflo-D,u
Telfast,Qortisol,u
Histacort,Capeceen,u
Valcef,Lox,u
Procee Plus,Olangem OD 20,u
Tazidem,Erlocip 150,u
Platikon,Flazole,u
ESSENCEE,Epribenz-10,u
Klomif,Acetyphil,u
OTOFLOX,Profmax,u
Plogrel,Cosimetz,u
Transderm-Nitro 5,Luzinc,u
GOMILLIN 500,Dexplatin,u
Saphciferol-2000,Haruvita,u
Saphylline,Ketodix,u
Hepses,Vesogen,u
Bluecozone,Triloupe,u
Syngly-4,Elifer,u
Metacartin,Engerix B,u
Pio-Source,Acuvis,u
Klomif,Histakon,u
Emzart 80,Mucoriz,u
Welzpime 1000,Xafariv 15,u
F-ZEEN,Flazole,u
Normabrain-800,Metacartin,u
Voricoz,Zitabin-200,u
Euromycin,Avax,u
Pregalife,Feravin,u
Flazole,Maalum,u
Cilosol 50,White Flower SR,u
Awanay Forte,Biemefrin,u
Aldic,Eracef-S,u
Coxigen-60,Nizoled-600,u
Josilvite,Gem Pan 1000,u
Rondvit Plus C,Xaroban,u
Naphcon-A,Malapine-10,u
Dorexcef,Saphmirate-T50,u
Biozart 50,Ketodix,u
Plogrel,MON-G C,u
Syngly-4,Zolid Plus,u
Pneumocon 13,Drexabion,u
F-ZEEN,Amidozil,u
Aldic,Hematozol 50,u
Kingfloxin,Histakon,u
Cosimetz,Trimevasc,u
Tramicet,Klomif,u
Plasid,CEFTAMED,u
Vertisaph-8,Krijenta,u
Amlocare Plus,Ammocil,u
Sitixime,Voricoz,u
Amapine V 5/160,Saphmirate-T50,u
Hematozol 50,Emizole,u
Kingfloxin,Parkimet CR,u
Fevaxid DS 250,Xaroban,u
Pemtero 500,Cerin-250,u
Transmetil,Rotoket,u
Ibles,Udcapro,u
Zincsulsaph,Folironplex,u
Emzart 80,Lovaz,u
Syngly-4,Docxol,u
White Flower SR,Welzpime 1000,u
Dorzodin Plus,Siderfol,u
Healthcare Paracetamol (For Export Only),Essenscents,u
Zetron,Voricoz,u
Latosil,Glyhart,u
Plogrel,OTOFLOX,u
Twinrix Adult,Transderm-Nitro 5,u
Folironplex,Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),u
Polynerv 1000,CFX-200,u
Florvast 80,Histacort,u
Anplat,Tramicet,u
Martham,Regivell,u
Ceftris,Zenkast,u
Hepamedica,Ammocil,u
Clopres,Ekosart,u
Biemefrin,Propravest,u
Orfemed,Dafenac,u
Goxsime IV,Nizoled-600,u
Ceftris,Kedar,u
Dilantin,Apilone,u
Endosine,Accetaxime,u
Nature-E,Gliflomet 1000 + 10,u
Diabee,ESSENCEE,u
Diclonac,Parkimet CR,u
Normabrain-800,Pemtero 500,u
Levesaph,Nizoled-600,u
Plogrel,Rotoket,u
Belara,Forair 250 DPI,u
Forair 250 DPI,Angimet,u
Twinrix Adult,Brexi 0.5,u
Sildiaz,Geozit,u
Fendexi,Dilantin,u
AFM,Cetirid,u
Nutri-Aid,Transmetil,u
Goxy Inj,Elifer,u
Zeenate,Nebstyle 5,u
Glocare Plus,Uriflo-D,u
Cosimetz,Malapine-10,u
Eye Glo Relief,Pause 500,u
Zetron,Endosine,u
Vesogen,Prazkon,u
Accetaxime,Ekosart,u
Regivell,Genoxiclav,u
Fulzimed,Rifoxane,u
Nulong 10,Histacort,u
CFX-200,Pemtero 500,u
Diflu,Glocare Plus,u
Maxi-Peel Solution No. 4,Torval H 320/12.5,u
Avator,Voltaren Emulgel 12 Hours,u
Syngly-4,Fedpain,u
Nervilor 150,Extocin,u
Fulzimed,Eopenem,u
Hyolax,DARYTH,u
Nulong 10,Fixcure,u
Medwin,Obrex,u
Omnicure-1,Parkimet CR,u
Gofuroxime,CFX-200,u
Ironse,Sulbacin 0.75,u
Orfemed,Atorsaph,u
Cefiden,Forair 250 DPI,u
